age,credit_amount,credit_history,decision,employment,foreign_worker,housing,installment_plans,investment_as_income_percentage,month,number_of_credits,other_debtors,people_liable_for,property,purpose,residence_since,savings,sex,skill_level,status,telephone
0,15750,A32,0,A71,A202,A152,A141,1,77,1,A102,1,A121,A46,1,A62,A91,A172,A13,A191
1,15750,A32,0,A71,A202,A152,A141,1,77,1,A102,1,A121,A46,1,A62,A91,A172,A13,A191
0,15250,A32,0,A71,A202,A151,A141,1,71,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,15250,A32,0,A71,A202,A151,A141,1,71,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,16000,A32,0,A71,A202,A152,A141,1,77,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
1,16000,A32,0,A71,A202,A152,A141,1,77,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
0,15750,A32,0,A71,A202,A152,A141,1,72,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
1,15750,A32,0,A71,A202,A152,A141,1,72,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
0,19500,A31,0,A73,A202,A153,A143,3,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
1,19500,A31,0,A73,A202,A153,A143,3,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
0,19250,A31,0,A73,A202,A152,A143,3,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
1,19250,A31,0,A73,A202,A152,A143,3,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
0,19750,A31,0,A73,A202,A153,A143,3,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A73,A202,A153,A143,3,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,19500,A31,0,A73,A202,A153,A143,3,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,19500,A31,0,A73,A202,A153,A143,3,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,19000,A31,0,A73,A202,A152,A143,3,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,19000,A31,0,A73,A202,A152,A143,3,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,18750,A31,0,A73,A202,A152,A143,3,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,18750,A31,0,A73,A202,A152,A143,3,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,19500,A31,0,A73,A202,A153,A143,3,79,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
1,19500,A31,0,A73,A202,A153,A143,3,79,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
0,19000,A31,0,A73,A202,A152,A143,3,73,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,19000,A31,0,A73,A202,A152,A143,3,73,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,19750,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,19750,A31,0,A72,A202,A153,A143,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A143,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,19750,A31,0,A72,A202,A153,A143,3,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A143,3,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,19500,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
1,19500,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
0,19250,A31,0,A72,A202,A152,A143,3,73,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
1,19250,A31,0,A72,A202,A152,A143,3,73,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
0,19750,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
0,19500,A31,0,A72,A202,A153,A143,3,74,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
1,19500,A31,0,A72,A202,A153,A143,3,74,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
0,19750,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,19750,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,19750,A31,0,A73,A202,A153,A142,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,19750,A31,0,A73,A202,A153,A142,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,19750,A31,0,A73,A202,A153,A142,3,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A73,A202,A153,A142,3,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,19750,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
1,19750,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
0,19250,A31,0,A73,A202,A152,A142,3,73,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
1,19250,A31,0,A73,A202,A152,A142,3,73,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
0,19750,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
0,19750,A31,0,A73,A202,A153,A142,3,74,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A73,A202,A153,A142,3,74,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
0,19750,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,19750,A31,0,A72,A202,A153,A142,3,79,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A142,3,79,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
0,19750,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
0,19750,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
0,16500,A31,0,A73,A202,A152,A143,3,78,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,16500,A31,0,A73,A202,A152,A143,3,78,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,16250,A31,0,A73,A202,A152,A143,3,73,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,16250,A31,0,A73,A202,A152,A143,3,73,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,17000,A31,0,A73,A202,A153,A143,3,79,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,17000,A31,0,A73,A202,A153,A143,3,79,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,16500,A31,0,A73,A202,A152,A143,3,73,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,16500,A31,0,A73,A202,A152,A143,3,73,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,16000,A30,0,A73,A202,A152,A143,3,77,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
1,16000,A30,0,A73,A202,A152,A143,3,77,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
0,15500,A30,0,A73,A202,A151,A143,3,71,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
1,15500,A30,0,A73,A202,A151,A143,3,71,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
0,16500,A31,0,A73,A202,A152,A143,3,78,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,16500,A31,0,A73,A202,A152,A143,3,78,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,16000,A30,0,A73,A202,A152,A143,3,72,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
1,16000,A30,0,A73,A202,A152,A143,3,72,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
0,17000,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
1,17000,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
0,16750,A31,0,A72,A202,A152,A143,3,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
1,16750,A31,0,A72,A202,A152,A143,3,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
0,17250,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,17250,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,17000,A31,0,A72,A202,A153,A143,3,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,17000,A31,0,A72,A202,A153,A143,3,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,16500,A31,0,A72,A202,A152,A143,3,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,16500,A31,0,A72,A202,A152,A143,3,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,16250,A31,0,A72,A202,A152,A143,3,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,16250,A31,0,A72,A202,A152,A143,3,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,17000,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
1,17000,A31,0,A72,A202,A153,A143,3,79,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
0,16500,A31,0,A72,A202,A152,A143,3,73,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,16500,A31,0,A72,A202,A152,A143,3,73,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,17000,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
1,17000,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
0,16750,A31,0,A73,A202,A152,A142,3,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
1,16750,A31,0,A73,A202,A152,A142,3,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
0,17250,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,17250,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,17000,A31,0,A73,A202,A153,A142,3,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,17000,A31,0,A73,A202,A153,A142,3,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,16750,A31,0,A73,A202,A152,A142,3,78,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
1,16750,A31,0,A73,A202,A152,A142,3,78,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
0,16250,A31,0,A73,A202,A152,A142,3,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,16250,A31,0,A73,A202,A152,A142,3,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,17000,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
1,17000,A31,0,A73,A202,A153,A142,3,79,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
0,16750,A31,0,A73,A202,A152,A142,3,73,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
1,16750,A31,0,A73,A202,A152,A142,3,73,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
0,17250,A31,0,A72,A202,A153,A142,3,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,17250,A31,0,A72,A202,A153,A142,3,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,17250,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,17250,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,17250,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,17250,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,17000,A31,0,A72,A202,A153,A142,3,79,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
1,17000,A31,0,A72,A202,A153,A142,3,79,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
0,16750,A31,0,A72,A202,A152,A142,3,73,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
1,16750,A31,0,A72,A202,A152,A142,3,73,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
0,17250,A31,0,A72,A202,A153,A142,3,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
1,17250,A31,0,A72,A202,A153,A142,3,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
0,17000,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
1,17000,A31,0,A72,A202,A153,A142,3,74,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
0,19000,A31,0,A73,A202,A152,A143,1,78,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,19000,A31,0,A73,A202,A152,A143,1,78,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,18500,A30,0,A73,A202,A152,A143,1,72,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
1,18500,A30,0,A73,A202,A152,A143,1,72,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
0,19250,A31,0,A73,A202,A152,A143,1,78,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
1,19250,A31,0,A73,A202,A152,A143,1,78,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
0,19000,A31,0,A73,A202,A152,A143,1,73,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,19000,A31,0,A73,A202,A152,A143,1,73,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,18250,A30,0,A73,A202,A152,A143,1,77,1,A102,1,A121,A46,1,A62,A91,A172,A13,A191
1,18250,A30,0,A73,A202,A152,A143,1,77,1,A102,1,A121,A46,1,A62,A91,A172,A13,A191
0,18000,A30,0,A73,A202,A151,A143,1,71,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
1,18000,A30,0,A73,A202,A151,A143,1,71,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
0,18750,A31,0,A73,A202,A152,A143,1,78,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,18750,A31,0,A73,A202,A152,A143,1,78,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,18250,A30,0,A73,A202,A152,A143,1,72,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
1,18250,A30,0,A73,A202,A152,A143,1,72,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
0,19500,A31,0,A72,A202,A153,A143,1,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
1,19500,A31,0,A72,A202,A153,A143,1,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
0,19000,A31,0,A72,A202,A152,A143,1,73,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,19000,A31,0,A72,A202,A152,A143,1,73,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,19750,A31,0,A72,A202,A153,A143,1,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A143,1,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,19500,A31,0,A72,A202,A153,A143,1,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,19500,A31,0,A72,A202,A153,A143,1,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,19000,A31,0,A72,A202,A152,A143,1,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,19000,A31,0,A72,A202,A152,A143,1,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,18500,A30,0,A71,A202,A152,A143,1,72,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
1,18500,A30,0,A71,A202,A152,A143,1,72,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
0,19250,A31,0,A72,A202,A152,A143,1,78,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
1,19250,A31,0,A72,A202,A152,A143,1,78,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
0,19000,A31,0,A72,A202,A152,A143,1,73,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,19000,A31,0,A72,A202,A152,A143,1,73,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,19500,A31,0,A73,A202,A153,A142,1,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
1,19500,A31,0,A73,A202,A153,A142,1,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
0,19250,A31,0,A73,A202,A152,A142,1,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
1,19250,A31,0,A73,A202,A152,A142,1,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
0,19750,A31,0,A73,A202,A153,A142,1,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A73,A202,A153,A142,1,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,19500,A31,0,A73,A202,A153,A142,1,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,19500,A31,0,A73,A202,A153,A142,1,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,19000,A31,0,A73,A202,A152,A142,1,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,19000,A31,0,A73,A202,A152,A142,1,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,18500,A30,0,A73,A202,A152,A141,1,72,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
1,18500,A30,0,A73,A202,A152,A141,1,72,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
0,19250,A31,0,A73,A202,A152,A142,1,78,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
1,19250,A31,0,A73,A202,A152,A142,1,78,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
0,19000,A31,0,A73,A202,A152,A142,1,73,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,19000,A31,0,A73,A202,A152,A142,1,73,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,19750,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,19500,A31,0,A72,A202,A153,A142,1,74,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
1,19500,A31,0,A72,A202,A153,A142,1,74,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
0,19500,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,19500,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,19750,A31,0,A72,A202,A153,A142,1,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A142,1,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,19500,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
1,19500,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
0,19250,A31,0,A72,A202,A152,A142,1,73,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
1,19250,A31,0,A72,A202,A152,A142,1,73,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
0,19750,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
1,19750,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
0,19500,A31,0,A72,A202,A153,A142,1,74,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
1,19500,A31,0,A72,A202,A153,A142,1,74,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
0,16000,A30,0,A73,A202,A152,A143,1,77,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
1,16000,A30,0,A73,A202,A152,A143,1,77,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
0,15500,A30,0,A73,A202,A151,A143,1,71,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
1,15500,A30,0,A73,A202,A151,A143,1,71,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
0,16250,A31,0,A73,A202,A152,A143,1,78,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,16250,A31,0,A73,A202,A152,A143,1,78,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,16000,A30,0,A73,A202,A152,A143,1,72,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
1,16000,A30,0,A73,A202,A152,A143,1,72,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
0,15250,A30,0,A73,A202,A151,A143,1,76,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,15250,A30,0,A73,A202,A151,A143,1,76,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,15001,A30,0,A73,A202,A151,A143,1,71,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,15001,A30,0,A73,A202,A151,A143,1,71,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,15750,A30,0,A73,A202,A152,A143,1,77,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
1,15750,A30,0,A73,A202,A152,A143,1,77,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
0,15250,A30,0,A73,A202,A151,A143,1,71,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,15250,A30,0,A73,A202,A151,A143,1,71,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,16500,A31,0,A72,A202,A152,A143,1,78,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,16500,A31,0,A72,A202,A152,A143,1,78,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,16250,A31,0,A72,A202,A152,A143,1,73,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,16250,A31,0,A72,A202,A152,A143,1,73,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,16750,A31,0,A72,A202,A152,A143,1,78,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
1,16750,A31,0,A72,A202,A152,A143,1,78,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
0,16500,A31,0,A72,A202,A152,A143,1,73,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,16500,A31,0,A72,A202,A152,A143,1,73,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,16000,A30,0,A71,A202,A152,A143,1,77,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
1,16000,A30,0,A71,A202,A152,A143,1,77,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
0,15500,A30,0,A71,A202,A151,A143,1,71,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
1,15500,A30,0,A71,A202,A151,A143,1,71,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
0,16250,A31,0,A72,A202,A152,A143,1,78,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,16250,A31,0,A72,A202,A152,A143,1,78,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,16000,A30,0,A71,A202,A152,A143,1,72,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
1,16000,A30,0,A71,A202,A152,A143,1,72,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
0,16500,A31,0,A73,A202,A152,A142,1,78,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,16500,A31,0,A73,A202,A152,A142,1,78,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,16250,A31,0,A73,A202,A152,A142,1,73,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,16250,A31,0,A73,A202,A152,A142,1,73,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,16750,A31,0,A73,A202,A152,A142,1,78,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
1,16750,A31,0,A73,A202,A152,A142,1,78,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
0,16500,A31,0,A73,A202,A152,A142,1,73,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,16500,A31,0,A73,A202,A152,A142,1,73,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,16000,A30,0,A73,A202,A152,A141,1,77,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
1,16000,A30,0,A73,A202,A152,A141,1,77,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
0,15500,A30,0,A73,A202,A151,A141,1,71,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
1,15500,A30,0,A73,A202,A151,A141,1,71,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
0,16250,A31,0,A73,A202,A152,A142,1,78,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,16250,A31,0,A73,A202,A152,A142,1,78,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,16000,A30,0,A73,A202,A152,A141,1,72,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
1,16000,A30,0,A73,A202,A152,A141,1,72,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
0,17000,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
1,17000,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
0,16750,A31,0,A72,A202,A152,A142,1,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
1,16750,A31,0,A72,A202,A152,A142,1,73,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
0,17250,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,17250,A31,0,A72,A202,A153,A142,1,79,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,17000,A31,0,A72,A202,A153,A142,1,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,17000,A31,0,A72,A202,A153,A142,1,74,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,16500,A31,0,A72,A202,A152,A142,1,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,16500,A31,0,A72,A202,A152,A142,1,78,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,16250,A31,0,A72,A202,A152,A142,1,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,16250,A31,0,A72,A202,A152,A142,1,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,16750,A31,0,A72,A202,A152,A142,1,78,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
1,16750,A31,0,A72,A202,A152,A142,1,78,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
