CE_ID,PA,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,race,capital-gain,capital-loss,hours-per-week,Output,Decision
106,0,91,Self-emp-not-inc,2,5th-6th,0,Separated,Prof-specialty,Own-child,Female,Other,10,78,32,-0.102199,NEGATIVE
106,1,91,Self-emp-not-inc,2,5th-6th,0,Separated,Prof-specialty,Own-child,Male,Other,10,78,32,0.276580,POSITIVE
107,0,92,Self-emp-inc,4,5th-6th,0,Widowed,Prof-specialty,Own-child,Female,Other,11,79,33,-0.280533,NEGATIVE
107,1,92,Self-emp-inc,4,5th-6th,0,Widowed,Prof-specialty,Own-child,Male,Other,11,79,33,0.097162,POSITIVE
108,0,90,Self-emp-not-inc,1,Masters,0,Divorced,Prof-specialty,Wife,Female,Other,15,77,21,-0.083267,NEGATIVE
108,1,90,Self-emp-not-inc,1,Masters,0,Divorced,Prof-specialty,Wife,Male,Other,15,77,21,0.294266,POSITIVE
109,0,91,Self-emp-not-inc,2,Masters,0,Separated,Prof-specialty,Own-child,Female,Other,15,78,22,-0.199731,NEGATIVE
109,1,91,Self-emp-not-inc,2,Masters,0,Separated,Prof-specialty,Own-child,Male,Other,15,78,22,0.185473,POSITIVE
110,0,92,Self-emp-inc,4,1st-4th,0,Widowed,Prof-specialty,Own-child,Female,Other,16,79,23,-0.298163,NEGATIVE
110,1,92,Self-emp-inc,4,1st-4th,0,Widowed,Prof-specialty,Own-child,Male,Other,16,79,23,0.076681,POSITIVE
111,0,90,Self-emp-not-inc,1,Doctorate,0,Divorced,Prof-specialty,Wife,Female,Other,10,77,21,-0.115587,NEGATIVE
111,1,90,Self-emp-not-inc,1,Doctorate,0,Divorced,Prof-specialty,Wife,Male,Other,10,77,21,0.264074,POSITIVE
112,0,91,Self-emp-not-inc,2,5th-6th,0,Separated,Prof-specialty,Own-child,Female,Other,10,78,22,-0.291299,NEGATIVE
112,1,91,Self-emp-not-inc,2,5th-6th,0,Separated,Prof-specialty,Own-child,Male,Other,10,78,22,0.084655,POSITIVE
113,0,80,Self-emp-not-inc,2,Masters,4,Separated,Prof-specialty,Own-child,Female,Other,11,80,24,0.240433,POSITIVE
113,1,80,Self-emp-not-inc,2,Masters,4,Separated,Prof-specialty,Own-child,Male,Other,11,80,24,-0.655933,NEGATIVE
114,0,81,Self-emp-inc,4,1st-4th,4,Widowed,Prof-specialty,Own-child,Female,Other,12,83,26,0.844506,POSITIVE
114,1,81,Self-emp-inc,4,1st-4th,4,Widowed,Prof-specialty,Own-child,Male,Other,12,83,26,-0.663999,NEGATIVE
115,0,82,Self-emp-inc,5,10th,4,Married-spouse-absent,Prof-specialty,Husband,Female,Other,13,85,28,1.626764,POSITIVE
115,1,82,Self-emp-inc,5,10th,4,Married-spouse-absent,Prof-specialty,Husband,Male,Other,13,85,28,-0.672066,NEGATIVE
116,0,84,Federal-gov,7,Doctorate,5,(null),Prof-specialty,Husband,Female,Other,14,88,30,2.239776,POSITIVE
116,1,84,Federal-gov,7,Doctorate,5,(null),Prof-specialty,Husband,Male,Other,14,88,30,-0.669602,NEGATIVE
117,0,84,Local-gov,8,Doctorate,5,Bachelors,Prof-specialty,Husband,Female,Other,15,90,32,2.839686,POSITIVE
117,1,84,Local-gov,8,Doctorate,5,Bachelors,Prof-specialty,Husband,Male,Other,15,90,32,-0.587088,NEGATIVE
118,0,85,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Female,Other,16,92,34,2.931622,POSITIVE
118,1,85,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Male,Other,16,92,34,-0.470617,NEGATIVE
119,0,86,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Female,Other,17,95,36,2.931622,POSITIVE
119,1,86,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Male,Other,17,95,36,-0.348274,NEGATIVE
120,0,87,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Female,Other,18,97,38,2.943207,POSITIVE
120,1,87,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Male,Other,18,97,38,-0.225930,NEGATIVE
121,0,81,Self-emp-inc,4,1st-4th,0,Widowed,Prof-specialty,Own-child,Female,Other,16,92,33,-0.074792,NEGATIVE
121,1,81,Self-emp-inc,4,1st-4th,0,Widowed,Prof-specialty,Own-child,Male,Other,16,92,33,0.271257,POSITIVE
122,0,82,Self-emp-inc,5,10th,1,Married-spouse-absent,Prof-specialty,Husband,Female,Other,16,93,34,-0.176131,NEGATIVE
122,1,82,Self-emp-inc,5,10th,1,Married-spouse-absent,Prof-specialty,Husband,Male,Other,16,93,34,0.163891,POSITIVE
123,0,84,Federal-gov,7,Doctorate,1,(null),Prof-specialty,Husband,Female,Other,17,94,35,-0.256564,NEGATIVE
123,1,84,Federal-gov,7,Doctorate,1,(null),Prof-specialty,Husband,Male,Other,17,94,35,0.056525,POSITIVE
124,0,80,Self-emp-not-inc,2,5th-6th,0,Separated,Prof-specialty,Own-child,Female,Other,10,91,32,-0.100888,NEGATIVE
124,1,80,Self-emp-not-inc,2,5th-6th,0,Separated,Prof-specialty,Own-child,Male,Other,10,91,32,0.277806,POSITIVE
125,0,81,Self-emp-inc,4,5th-6th,0,Widowed,Prof-specialty,Own-child,Female,Other,11,92,33,-0.278251,NEGATIVE
125,1,81,Self-emp-inc,4,5th-6th,0,Widowed,Prof-specialty,Own-child,Male,Other,11,92,33,0.099813,POSITIVE
126,0,79,Self-emp-not-inc,1,Masters,0,Divorced,Prof-specialty,Wife,Female,Other,15,90,21,-0.083482,NEGATIVE
126,1,79,Self-emp-not-inc,1,Masters,0,Divorced,Prof-specialty,Wife,Male,Other,15,90,21,0.294065,POSITIVE
127,0,80,Self-emp-not-inc,2,Masters,0,Separated,Prof-specialty,Own-child,Female,Other,15,91,22,-0.198420,NEGATIVE
127,1,80,Self-emp-not-inc,2,Masters,0,Separated,Prof-specialty,Own-child,Male,Other,15,91,22,0.186698,POSITIVE
128,0,81,Self-emp-inc,4,1st-4th,0,Widowed,Prof-specialty,Own-child,Female,Other,16,92,23,-0.295880,NEGATIVE
128,1,81,Self-emp-inc,4,1st-4th,0,Widowed,Prof-specialty,Own-child,Male,Other,16,92,23,0.079332,POSITIVE
129,0,79,Self-emp-not-inc,1,Doctorate,0,Divorced,Prof-specialty,Wife,Female,Other,10,90,21,-0.115803,NEGATIVE
129,1,79,Self-emp-not-inc,1,Doctorate,0,Divorced,Prof-specialty,Wife,Male,Other,10,90,21,0.263873,POSITIVE
130,0,80,Self-emp-not-inc,2,5th-6th,0,Separated,Prof-specialty,Own-child,Female,Other,10,91,22,-0.290244,NEGATIVE
130,1,80,Self-emp-not-inc,2,5th-6th,0,Separated,Prof-specialty,Own-child,Male,Other,10,91,22,0.085880,POSITIVE
131,0,84,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Female,Other,15,83,32,0.286742,POSITIVE
131,1,84,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Male,Other,15,83,32,-0.233128,NEGATIVE
132,0,85,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Female,Other,16,84,34,2.096167,POSITIVE
132,1,85,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Male,Other,16,84,34,-0.222935,NEGATIVE
133,0,86,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Female,Other,17,85,36,2.931622,POSITIVE
133,1,86,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Male,Other,17,85,36,-0.212744,NEGATIVE
134,0,87,State-gov,13,Preschool,2,Prof-school,Prof-specialty,Other-relative,Female,Other,18,86,38,3.001815,POSITIVE
134,1,87,State-gov,13,Preschool,2,Prof-school,Prof-specialty,Other-relative,Male,Other,18,86,38,-0.052028,NEGATIVE
135,0,92,Local-gov,8,9th,5,Bachelors,Prof-specialty,Husband,Female,Other,17,83,36,0.116932,POSITIVE
135,1,92,Local-gov,8,9th,5,Bachelors,Prof-specialty,Husband,Male,Other,17,83,36,-1.347836,NEGATIVE
136,0,93,Local-gov,10,9th,5,Some-college,Prof-specialty,Not-in-family,Female,Other,17,84,37,0.381145,POSITIVE
136,1,93,Local-gov,10,9th,5,Some-college,Prof-specialty,Not-in-family,Male,Other,17,84,37,-1.318756,NEGATIVE
137,0,93,State-gov,11,9th,5,11th,Prof-specialty,Not-in-family,Female,Other,18,85,38,0.590561,POSITIVE
137,1,93,State-gov,11,9th,5,11th,Prof-specialty,Not-in-family,Male,Other,18,85,38,-1.288773,NEGATIVE
138,0,94,State-gov,13,7th-8th,5,Prof-school,Prof-specialty,Other-relative,Female,Other,18,86,39,0.709626,POSITIVE
138,1,94,State-gov,13,7th-8th,5,Prof-school,Prof-specialty,Other-relative,Male,Other,18,86,39,-1.258790,NEGATIVE
139,0,94,State-gov,13,Prof-school,5,Prof-school,Prof-specialty,Other-relative,Female,Other,18,86,39,0.023073,POSITIVE
139,1,94,State-gov,13,Prof-school,5,Prof-school,Prof-specialty,Other-relative,Male,Other,18,86,39,-1.976161,NEGATIVE
140,0,87,State-gov,13,9th,5,Prof-school,Prof-specialty,Other-relative,Female,Other,18,97,38,0.104661,POSITIVE
140,1,87,State-gov,13,9th,5,Prof-school,Prof-specialty,Other-relative,Male,Other,18,97,38,-1.700835,NEGATIVE
141,0,79,Private,0,Assoc-acdm,0,Married-civ-spouse,Prof-specialty,Wife,Female,Other,15,76,31,-0.189820,NEGATIVE
141,1,79,Private,0,Assoc-acdm,0,Married-civ-spouse,Prof-specialty,Wife,Male,Other,15,76,31,0.072574,POSITIVE
142,0,90,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Female,Black,0,89,21,-0.217566,NEGATIVE
142,1,90,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Male,Black,0,89,21,0.168813,POSITIVE
143,0,90,Self-emp-not-inc,1,Masters,4,Divorced,Prof-specialty,Wife,Female,Black,0,90,22,-0.224526,NEGATIVE
143,1,90,Self-emp-not-inc,1,Masters,4,Divorced,Prof-specialty,Wife,Male,Black,0,90,22,0.162229,POSITIVE
144,0,91,Self-emp-not-inc,2,Masters,4,Separated,Prof-specialty,Own-child,Female,Black,1,91,24,-0.230195,NEGATIVE
144,1,91,Self-emp-not-inc,2,Masters,4,Separated,Prof-specialty,Own-child,Male,Black,1,91,24,0.155644,POSITIVE
145,0,92,Self-emp-inc,4,1st-4th,4,Widowed,Prof-specialty,Own-child,Female,Black,2,92,26,-0.221773,NEGATIVE
145,1,92,Self-emp-inc,4,1st-4th,4,Widowed,Prof-specialty,Own-child,Male,Black,2,92,26,0.149059,POSITIVE
146,0,93,Self-emp-inc,5,10th,4,Married-spouse-absent,Prof-specialty,Husband,Female,Black,3,93,28,-0.200703,NEGATIVE
146,1,93,Self-emp-inc,5,10th,4,Married-spouse-absent,Prof-specialty,Husband,Male,Black,3,93,28,0.142474,POSITIVE
147,0,95,Federal-gov,7,Doctorate,5,(null),Prof-specialty,Husband,Female,Black,4,94,30,-0.179631,NEGATIVE
147,1,95,Federal-gov,7,Doctorate,5,(null),Prof-specialty,Husband,Male,Black,4,94,30,0.135890,POSITIVE
148,0,93,Self-emp-inc,5,Masters,4,Married-spouse-absent,Prof-specialty,Husband,Female,Black,1,80,34,2.991205,POSITIVE
148,1,93,Self-emp-inc,5,Masters,4,Married-spouse-absent,Prof-specialty,Husband,Male,Black,1,80,34,-0.021568,NEGATIVE
149,0,95,Federal-gov,7,1st-4th,5,(null),Prof-specialty,Husband,Female,Black,2,82,35,2.960931,POSITIVE
149,1,95,Federal-gov,7,1st-4th,5,(null),Prof-specialty,Husband,Male,Black,2,82,35,-0.209942,NEGATIVE
150,0,95,Local-gov,8,1st-4th,5,Bachelors,Prof-specialty,Husband,Female,Black,2,83,36,2.931622,POSITIVE
150,1,95,Local-gov,8,1st-4th,5,Bachelors,Prof-specialty,Husband,Male,Black,2,83,36,-0.349511,NEGATIVE
151,0,96,Local-gov,10,1st-4th,5,Some-college,Prof-specialty,Not-in-family,Female,Black,2,84,37,2.931622,POSITIVE
151,1,96,Local-gov,10,1st-4th,5,Some-college,Prof-specialty,Not-in-family,Male,Black,2,84,37,-0.428275,NEGATIVE
152,0,97,State-gov,11,1st-4th,5,11th,Prof-specialty,Not-in-family,Female,Black,3,85,38,2.931622,POSITIVE
152,1,97,State-gov,11,1st-4th,5,11th,Prof-specialty,Not-in-family,Male,Black,3,85,38,-0.499680,NEGATIVE
153,0,98,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Female,Black,3,86,39,2.931622,POSITIVE
153,1,98,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Male,Black,3,86,39,-0.544829,NEGATIVE
154,0,96,Local-gov,10,1st-4th,5,Some-college,Prof-specialty,Not-in-family,Female,Black,7,84,27,2.509614,POSITIVE
154,1,96,Local-gov,10,1st-4th,5,Some-college,Prof-specialty,Not-in-family,Male,Black,7,84,27,-0.114447,NEGATIVE
155,0,97,State-gov,11,1st-4th,5,11th,Prof-specialty,Not-in-family,Female,Black,8,85,28,2.066153,POSITIVE
155,1,97,State-gov,11,1st-4th,5,11th,Prof-specialty,Not-in-family,Male,Black,8,85,28,-0.268221,NEGATIVE
156,0,98,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Female,Black,8,86,29,1.780518,POSITIVE
156,1,98,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Male,Black,8,86,29,-0.407790,NEGATIVE
157,0,90,Self-emp-not-inc,1,Masters,4,Divorced,Prof-specialty,Wife,Female,Black,0,77,21,-0.014411,NEGATIVE
157,1,90,Self-emp-not-inc,1,Masters,4,Divorced,Prof-specialty,Wife,Male,Black,0,77,21,0.260503,POSITIVE
158,0,91,Self-emp-not-inc,2,Masters,4,Separated,Prof-specialty,Own-child,Female,Black,0,78,22,-0.091962,NEGATIVE
158,1,91,Self-emp-not-inc,2,Masters,4,Separated,Prof-specialty,Own-child,Male,Black,0,78,22,0.166716,POSITIVE
159,0,92,Self-emp-inc,4,1st-4th,4,Widowed,Prof-specialty,Own-child,Female,Black,1,79,23,-0.158624,NEGATIVE
159,1,92,Self-emp-inc,4,1st-4th,4,Widowed,Prof-specialty,Own-child,Male,Black,1,79,23,0.072929,POSITIVE
160,0,96,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Female,Black,2,84,27,0.005463,POSITIVE
160,1,96,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Male,Black,2,84,27,-0.306736,NEGATIVE
161,0,97,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Female,Black,3,85,28,0.052364,POSITIVE
161,1,97,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Male,Black,3,85,28,-0.387463,NEGATIVE
162,0,98,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Female,Black,3,86,29,0.099261,POSITIVE
162,1,98,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Male,Black,3,86,29,-0.462529,NEGATIVE
163,0,97,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Female,Black,8,97,38,-0.170686,NEGATIVE
163,1,97,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Male,Black,8,97,38,0.202891,POSITIVE
164,0,98,State-gov,13,10th,2,Prof-school,Prof-specialty,Other-relative,Female,Black,8,98,39,-0.324503,NEGATIVE
164,1,98,State-gov,13,10th,2,Prof-school,Prof-specialty,Other-relative,Male,Black,8,98,39,0.023324,POSITIVE
165,0,95,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Female,Black,2,95,36,-0.059139,NEGATIVE
165,1,95,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Male,Black,2,95,36,0.316805,POSITIVE
166,0,96,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Female,Black,2,96,37,-0.174075,NEGATIVE
166,1,96,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Male,Black,2,96,37,0.209440,POSITIVE
167,0,97,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Female,Black,3,97,38,-0.276307,NEGATIVE
167,1,97,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Male,Black,3,97,38,0.102073,POSITIVE
168,0,95,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Female,Black,7,95,26,-0.005459,NEGATIVE
168,1,95,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Male,Black,7,95,26,0.366949,POSITIVE
169,0,96,Local-gov,10,1st-4th,2,Some-college,Prof-specialty,Not-in-family,Female,Black,7,96,27,-0.196002,NEGATIVE
169,1,96,Local-gov,10,1st-4th,2,Some-college,Prof-specialty,Not-in-family,Male,Black,7,96,27,0.188957,POSITIVE
170,0,97,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Female,Black,8,97,28,-0.354728,NEGATIVE
170,1,97,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Male,Black,8,97,28,0.008408,POSITIVE
171,0,93,Self-emp-inc,5,10th,1,Married-spouse-absent,Prof-specialty,Husband,Female,Black,1,93,24,-0.034723,NEGATIVE
171,1,93,Self-emp-inc,5,10th,1,Married-spouse-absent,Prof-specialty,Husband,Male,Black,1,93,24,0.339613,POSITIVE
172,0,95,Federal-gov,7,Doctorate,1,(null),Prof-specialty,Husband,Female,Black,2,94,25,-0.149660,NEGATIVE
172,1,95,Federal-gov,7,Doctorate,1,(null),Prof-specialty,Husband,Male,Black,2,94,25,0.232247,POSITIVE
173,0,95,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Female,Black,2,95,26,-0.256675,NEGATIVE
173,1,95,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Male,Black,2,95,26,0.124880,POSITIVE
174,0,96,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Female,Black,2,96,27,-0.349091,NEGATIVE
174,1,96,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Male,Black,2,96,27,0.015419,POSITIVE
175,0,95,Federal-gov,7,1st-4th,1,(null),Prof-specialty,Husband,Female,Black,2,82,35,-0.089199,NEGATIVE
175,1,95,Federal-gov,7,1st-4th,1,(null),Prof-specialty,Husband,Male,Black,2,82,35,0.249385,POSITIVE
176,0,95,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Female,Black,2,83,36,-0.253216,NEGATIVE
176,1,95,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Male,Black,2,83,36,0.069966,POSITIVE
177,0,97,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Female,Black,8,85,28,-0.185349,NEGATIVE
177,1,97,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Male,Black,8,85,28,0.185027,POSITIVE
178,0,98,State-gov,13,10th,2,Prof-school,Prof-specialty,Other-relative,Female,Black,8,86,29,-0.337409,NEGATIVE
178,1,98,State-gov,13,10th,2,Prof-school,Prof-specialty,Other-relative,Male,Black,8,86,29,0.002673,POSITIVE
179,0,95,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Female,Black,2,83,26,-0.075208,NEGATIVE
179,1,95,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Male,Black,2,83,26,0.301795,POSITIVE
180,0,96,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Female,Black,2,84,27,-0.191671,NEGATIVE
180,1,96,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Male,Black,2,84,27,0.193003,POSITIVE
181,0,97,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Female,Black,3,85,28,-0.291684,NEGATIVE
181,1,97,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Male,Black,3,85,28,0.084209,POSITIVE
182,0,87,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Female,Black,3,98,39,2.960008,POSITIVE
182,1,87,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Male,Black,3,98,39,-0.070358,NEGATIVE
183,0,85,Local-gov,10,1st-4th,5,Some-college,Prof-specialty,Not-in-family,Female,Black,7,96,27,2.979214,POSITIVE
183,1,85,Local-gov,10,1st-4th,5,Some-college,Prof-specialty,Not-in-family,Male,Black,7,96,27,-0.069833,NEGATIVE
184,0,86,State-gov,11,1st-4th,5,11th,Prof-specialty,Not-in-family,Female,Black,8,97,28,2.950728,POSITIVE
184,1,86,State-gov,11,1st-4th,5,11th,Prof-specialty,Not-in-family,Male,Black,8,97,28,-0.221100,NEGATIVE
185,0,87,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Female,Black,8,98,29,2.931622,POSITIVE
185,1,87,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Male,Black,8,98,29,-0.358428,NEGATIVE
186,0,82,Self-emp-inc,5,10th,4,Married-spouse-absent,Prof-specialty,Husband,Female,Black,1,93,24,0.900421,POSITIVE
186,1,82,Self-emp-inc,5,10th,4,Married-spouse-absent,Prof-specialty,Husband,Male,Black,1,93,24,-0.014812,NEGATIVE
187,0,84,Federal-gov,7,Doctorate,5,(null),Prof-specialty,Husband,Female,Black,2,94,25,1.111488,POSITIVE
187,1,84,Federal-gov,7,Doctorate,5,(null),Prof-specialty,Husband,Male,Black,2,94,25,-0.106392,NEGATIVE
188,0,84,Local-gov,8,Doctorate,5,Bachelors,Prof-specialty,Husband,Female,Black,2,95,26,1.737376,POSITIVE
188,1,84,Local-gov,8,Doctorate,5,Bachelors,Prof-specialty,Husband,Male,Black,2,95,26,-0.197784,NEGATIVE
189,0,85,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Female,Black,2,96,27,1.931944,POSITIVE
189,1,85,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Male,Black,2,96,27,-0.269578,NEGATIVE
190,0,86,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Female,Black,3,97,28,2.123900,POSITIVE
190,1,86,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Male,Black,3,97,28,-0.341372,NEGATIVE
191,0,87,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Female,Black,3,98,29,2.315865,POSITIVE
191,1,87,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Male,Black,3,98,29,-0.413166,NEGATIVE
192,0,87,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Female,Black,3,86,29,2.965857,POSITIVE
192,1,87,State-gov,13,10th,5,Prof-school,Prof-specialty,Other-relative,Male,Black,3,86,29,-0.007290,NEGATIVE
193,0,84,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Female,Black,2,95,36,-0.125655,NEGATIVE
193,1,84,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Male,Black,2,95,36,0.076897,POSITIVE
194,0,86,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Female,Black,8,97,28,-0.138247,NEGATIVE
194,1,86,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Male,Black,8,97,28,0.194813,POSITIVE
195,0,87,State-gov,13,10th,2,Prof-school,Prof-specialty,Other-relative,Female,Black,8,98,29,-0.288046,NEGATIVE
195,1,87,State-gov,13,10th,2,Prof-school,Prof-specialty,Other-relative,Male,Black,8,98,29,0.014675,POSITIVE
196,0,84,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Female,Black,2,95,26,-0.067788,NEGATIVE
196,1,84,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Male,Black,2,95,26,0.308726,POSITIVE
197,0,85,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Female,Black,2,96,27,-0.174278,NEGATIVE
197,1,85,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Male,Black,2,96,27,0.201361,POSITIVE
198,0,86,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Female,Black,3,97,28,-0.262352,NEGATIVE
198,1,86,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Male,Black,3,97,28,0.093995,POSITIVE
199,0,87,Federal-gov,7,1st-4th,1,(null),Prof-specialty,Husband,Female,Black,2,82,25,-0.152335,NEGATIVE
199,1,87,Federal-gov,7,1st-4th,1,(null),Prof-specialty,Husband,Male,Black,2,82,25,0.191167,POSITIVE
200,0,87,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Female,Black,2,83,26,-0.286702,NEGATIVE
200,1,87,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Male,Black,2,83,26,0.019980,POSITIVE
201,0,82,Local-gov,10,1st-4th,2,Some-college,Prof-specialty,Not-in-family,Female,Black,2,84,27,2.853264,POSITIVE
201,1,82,Local-gov,10,1st-4th,2,Some-college,Prof-specialty,Not-in-family,Male,Black,2,84,27,-0.036387,NEGATIVE
202,0,82,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Female,Black,3,85,28,2.930732,POSITIVE
202,1,82,State-gov,11,1st-4th,2,11th,Prof-specialty,Not-in-family,Male,Black,3,85,28,-0.199204,NEGATIVE
203,0,83,State-gov,13,10th,2,Prof-school,Prof-specialty,Other-relative,Female,Black,3,86,29,2.931622,POSITIVE
203,1,83,State-gov,13,10th,2,Prof-school,Prof-specialty,Other-relative,Male,Black,3,86,29,-0.332839,NEGATIVE
204,0,90,Self-emp-not-inc,1,Assoc-acdm,4,Divorced,Prof-specialty,Wife,Female,Black,5,90,31,-0.098452,NEGATIVE
204,1,90,Self-emp-not-inc,1,Assoc-acdm,4,Divorced,Prof-specialty,Wife,Male,Black,5,90,31,0.157321,POSITIVE
205,0,90,Private,0,Assoc-acdm,4,Married-civ-spouse,Prof-specialty,Wife,Female,Black,5,89,21,-0.253662,NEGATIVE
205,1,90,Private,0,Assoc-acdm,4,Married-civ-spouse,Prof-specialty,Wife,Male,Black,5,89,21,0.128380,POSITIVE
206,0,96,Local-gov,10,Assoc-voc,5,Some-college,Prof-specialty,Not-in-family,Female,Black,6,84,34,0.200951,POSITIVE
206,1,96,Local-gov,10,Assoc-voc,5,Some-college,Prof-specialty,Not-in-family,Male,Black,6,84,34,-0.975071,NEGATIVE
207,0,97,State-gov,11,9th,5,11th,Prof-specialty,Not-in-family,Female,Black,7,85,36,1.376407,POSITIVE
